simTimestamp; umbergerTotal_m0; umbergerTotal_m1; umbergerTotal_m2; umbergerTotal_m3; umbergerTotal_m4; umbergerTotal_m5 
4.702; 0.00501030711857; 0.00465519440127; 0.00465339675904; 0.004078788; 0.00438328747334; 0.00430464755757
4.703; 0.00500975372337; 0.00465433549806; 0.0046525413044; 0.004078788; 0.00438872843859; 0.00431423145677
4.704; 0.00500917916337; 0.00465346271547; 0.00465167228246; 0.004078788; 0.00439406135906; 0.00430502801787
4.705; 0.0050085829609; 0.00465257594728; 0.00465078956783; 0.004078788; 0.00439927778688; 0.00431050746763
4.706; 0.00500796510906; 0.0046516754067; 0.0046498933922; 0.004078788; 0.00440436733129; 0.00430459199127
4.707; 0.00500732527826; 0.00465076111122; 0.00464898376445; 0.00408018481508; 0.0044093205053; 0.00430698168548
4.708; 0.00500666338213; 0.00464983323997; 0.00464806087396; 0.00408843402705; 0.00441412716601; 0.00430334444409
4.709; 0.00500597919538; 0.00464889190303; 0.0046471248288; 0.00409760115699; 0.00441877752918; 0.00430371573157
4.71; 0.00500527260163; 0.004647937285; 0.00464617581926; 0.0041067503558; 0.00442326181712; 0.0043013852905
4.711; 0.00500454344519; 0.00464696956618; 0.00464521402696; 0.00411588051972; 0.00442757058956; 0.00430170636863
4.712; 0.0050037916164; 0.00464598896487; 0.00464423967395; 0.00412498644331; 0.00443169479445; 0.00430850955768
4.713; 0.00500301700929; 0.0046449957209; 0.00464325300267; 0.00413406511584; 0.00443562591514; 0.00431460681042
4.714; 0.00500221954275; 0.00464399010274; 0.00464225428472; 0.00414311227635; 0.00443935610301; 0.00432097364438
4.715; 0.00500139915377; 0.0046429724082; 0.00464124382086; 0.00415212417501; 0.0044428782896; 0.00432715238719
4.716; 0.00500055580086; 0.00464194296444; 0.00464022194117; 0.00416109674938; 0.00444618630421; 0.00433333192598
4.717; 0.00499968946474; 0.00464090213014; 0.00463918900725; 0.00417002598493; 0.00444927496411; 0.00433943439029
4.718; 0.00499880014904; 0.00463985029554; 0.00463814541211; 0.00417890778579; 0.00445214015298; 0.00434548020724
4.719; 0.00499788788138; 0.00463878788358; 0.00463709158136; 0.00418773802931; 0.0044547788745; 0.00435145671772
4.72; 0.00499695271379; 0.00463771535001; 0.00463602797325; 0.00419651256372; 0.00445718928432; 0.00435735940141
4.721; 0.0049959947234; 0.00463663318372; 0.00463495507894; 0.0042052272235; 0.00445964236682; 0.00436317995438
4.722; 0.00499501401138; 0.00463554190522; 0.00463387342086; 0.00421387788802; 0.00446498010905; 0.00436890787584
4.723; 0.00499401066526; 0.00463444202592; 0.00463278350899; 0.00422246165318; 0.00447094246745; 0.00437452908584
4.724; 0.00499298469191; 0.00463333396601; 0.00463168575429; 0.00423097785219; 0.00447676274487; 0.00438002229005
4.725; 0.00499193603222; 0.00463221805218; 0.00463058046884; 0.00423936235602; 0.00448242404454; 0.00438534863003
4.726; 0.00499086458472; 0.00463109453551; 0.00462946788693; 0.00424754361828; 0.00448791271298; 0.00439047971678
4.727; 0.00498977022611; 0.00462996361296; 0.00462834818882; 0.00425564384979; 0.00449321812378; 0.00439570095324
4.728; 0.00498865285229; 0.00462882547281; 0.00462722154944; 0.00426368227526; 0.0044983323956; 0.00440114159331
4.729; 0.00498751238565; 0.00462768031295; 0.00462608815691; 0.00427165889023; 0.00450325013722; 0.00440683953189
4.73; 0.00498634876341; 0.00462652833815; 0.0046249482085; 0.00427957203839; 0.00450796821733; 0.00441269769623
4.731; 0.00498516192116; 0.00462536974803; 0.0046238018971; 0.00428742010356; 0.00451248554431; 0.00441850681198
4.732; 0.0049839517794; 0.00462420472414; 0.00462264939716; 0.00429520173169; 0.00451680284519; 0.00442409685292
4.733; 0.00498271823848; 0.00462303342325; 0.0046214908577; 0.00430291578087; 0.00452092243584; 0.00442943695292
