umbergerTotal_m0; umbergerTotal_m1; umbergerTotal_m2; umbergerTotal_m3; umbergerTotal_m4; umbergerTotal_m5 
0.00478098940385; 0.00454939358205; 0.00454936688314; 0.00452464860419; 0.00445272383631; 0.00463929530769
0.00478082024927; 0.00454942482415; 0.00454939564885; 0.0045247114277; 0.00445271656523; 0.00463930407676
0.00478065099266; 0.00454945647817; 0.0045494248292; 0.00452477387898; 0.00445270908019; 0.00463931297449
0.0047804817054; 0.00454948856009; 0.00454945443097; 0.00452483596245; 0.00445270138402; 0.00463932200343
0.00478031245336; 0.00454952108159; 0.00454948445865; 0.00452489768176; 0.00445269347926; 0.00463933116534
0.00478014329727; 0.00454955405109; 0.004549514915; 0.00452495904002; 0.00445268536822; 0.00463934046145
0.00477997429305; 0.00454958747447; 0.00454954580148; 0.0045250200399; 0.00445267705301; 0.00463934989253
0.00477980549219; 0.00454962135567; 0.0045495771186; 0.00452508068378; 0.00445266853552; 0.00463935945908
0.00477963694203; 0.0045496556971; 0.00454960886615; 0.00452514097379; 0.00445265981751; 0.00463936916133
0.00477946868603; 0.00454969050005; 0.00454964104338; 0.00452520091191; 0.00445265090056; 0.00463937899936
0.00477930076412; 0.00454972576487; 0.00454967364911; 0.00452526050001; 0.0044526417861; 0.00463938897309
0.00477913321289; 0.00454976149124; 0.00454970668186; 0.00452531973987; 0.00445263247547; 0.00463939908236
0.00477896606587; 0.00454979767832; 0.00454974013992; 0.00452537863319; 0.00445262296986; 0.00463940932694
0.00477879935373; 0.00454983432483; 0.00454977402139; 0.00452543718166; 0.00445261327039; 0.00463941970652
0.00477863310453; 0.00454987142917; 0.00454980832423; 0.00452549538691; 0.00445260337805; 0.00463943022078
0.0047784673439; 0.00454990898952; 0.00454984304633; 0.00452555325058; 0.00445259329379; 0.00463944086936
0.00477830209521; 0.00454994700386; 0.00454987818547; 0.00452561077428; 0.00445258301843; 0.00463945165188
0.00477813737979; 0.00454998547003; 0.00454991373941; 0.00452566795961; 0.00445257255276; 0.00463946256795
0.00477797321703; 0.00455002438576; 0.00454994970583; 0.00452572480815; 0.0044525618975; 0.00463947361715
0.00477780962462; 0.0045500637487; 0.00454998608244; 0.00452578132149; 0.00445255105328; 0.00463948479909
0.00477764661858; 0.00455010355645; 0.00455002286688; 0.00452583750121; 0.00445254002072; 0.00463949611338
0.00477748421349; 0.00455014380658; 0.00455006005683; 0.00452589334887; 0.00445252880036; 0.0046395075596
0.00477732242256; 0.0045501844966; 0.00455009764993; 0.00452594886602; 0.00445251739269; 0.00463951913736
0.00477716125776; 0.00455022562405; 0.00455013564385; 0.00452600405423; 0.00445250579819; 0.00463953084627
0.00477700072991; 0.00455026718644; 0.00455017403626; 0.00452605891502; 0.00445249401727; 0.00463954268595
0.00477684084881; 0.00455030918126; 0.00455021282483; 0.00452611344993; 0.00445248205032; 0.00463955465603
0.00477668162326; 0.00455035160603; 0.00455025200725; 0.00452616766048; 0.00445246989767; 0.00463956675614
0.00477652306124; 0.00455039445827; 0.00455029158122; 0.00452622154817; 0.00445245755966; 0.00463957898592
0.00477636516991; 0.0045504377355; 0.00455033154446; 0.0045262751145; 0.00445244503658; 0.00463959134504
0.0047762079557; 0.00455048143524; 0.00455037189467; 0.00452632836096; 0.00445243232869; 0.00463960383314
0.00477605142437; 0.00455052555504; 0.00455041262959; 0.00452638128902; 0.00445241943622; 0.0046396164499
0.0047758955811; 0.00455057009243; 0.00455045374695; 0.00452643390016; 0.00445240635941; 0.004639629195
0.00477574043049; 0.00455061504495; 0.00455049524449; 0.00452648619584; 0.00445239309845; 0.00463964206812
0.00477558597664; 0.00455066041014; 0.00455053711993; 0.00452653817751; 0.00445237965353; 0.00463965506894
0.00477543222318; 0.00455070618552; 0.00455057937099; 0.00452658984662; 0.0044523660248; 0.00463966819716
0.00477527917333; 0.00455075236861; 0.00455062199539; 0.00452664120463; 0.00445235221244; 0.00463968145248
0.00477512682988; 0.00455079895691; 0.00455066499082; 0.00452669225299; 0.00445233821659; 0.00463969483458
0.00477497519529; 0.00455084594788; 0.00455070835493; 0.00452674299316; 0.00445232403737; 0.00463970834315
0.00477482427166; 0.00455089333896; 0.00455075208536; 0.00452679342661; 0.00445230967494; 0.00463972197789
0.00477467406077; 0.00455094112752; 0.00455079617968; 0.00452684355482; 0.00445229512941; 0.00463973573846
0.0047745245641; 0.00455098931091; 0.00455084063542; 0.00452689337929; 0.00445228040092; 0.00463974962453
0.00477437578286; 0.00455103788636; 0.00455088545003; 0.00452694290155; 0.00445226548962; 0.00463976363575
0.00477422771794; 0.00455108685106; 0.00455093062088; 0.00452699212313; 0.00445225039563; 0.00463977777175
0.00477408037001; 0.00455113620208; 0.00455097614524; 0.00452704104565; 0.00445223511913; 0.00463979203214
0.00477393373943; 0.00455118593637; 0.0045510220203; 0.00452708967073; 0.00445221966028; 0.00463980641649
0.00477378782632; 0.00455123605078; 0.00455106824308; 0.00452713800006; 0.00445220401927; 0.00463982092434
0.00477364263053; 0.00455128654197; 0.00455111481047; 0.00452718603538; 0.00445218819632; 0.0046398355552
0.00477349815161; 0.00455133740644; 0.00455116171919; 0.0045272337785; 0.00445217219169; 0.00463985030853
0.00477335438885; 0.00455138864051; 0.00455120896579; 0.00452728123133; 0.00445215600565; 0.00463986518373
0.00477321134125; 0.00455144024025; 0.00455125654658; 0.00452732839585; 0.00445213963854; 0.00463988018014
0.00477306900747; 0.00455149220149; 0.00455130445764; 0.00452737527414; 0.00445212309072; 0.00463989529703
0.00477292738585; 0.00455154451981; 0.00455135269479; 0.00452742186842; 0.00445210636263; 0.0046399105336
0.0047727864744; 0.00455159719044; 0.00455140125355; 0.00452746818102; 0.00445208945477; 0.00463992588896
0.00477264627071; 0.00455165020829; 0.00455145012911; 0.00452751421442; 0.0044520723677; 0.00463994136211
0.00477250677199; 0.00455170356788; 0.00455149931629; 0.00452755997125; 0.00445205510208; 0.00463995695195
0.004772367975; 0.00455175726332; 0.00455154880953; 0.00452760545435; 0.00445203765865; 0.00463997265727
0.00477222987602; 0.00455181128825; 0.00455159860282; 0.00452765066673; 0.00445202003825; 0.0046399884767
0.00477209247082; 0.0045518656358; 0.00455164868965; 0.00452769561163; 0.00445200224184; 0.00464000440875
0.00477195575458; 0.00455192029856; 0.004551699063; 0.00452774029252; 0.00445198427051; 0.00464002045174
0.00477181972191; 0.0045519752685; 0.00455174971527; 0.00452778471315; 0.00445196612549; 0.00464003660384
0.00477168436672; 0.00455203053694; 0.00455180063823; 0.00452782887754; 0.00445194780815; 0.004640052863
0.00477154968221; 0.00455208609446; 0.00455185182297; 0.00452787279003; 0.00445192932004; 0.00464006922696
0.00477141566079; 0.00455214193088; 0.00455190325982; 0.00452791645528; 0.00445191066289; 0.00464008569324
0.00477128229404; 0.00455219803515; 0.00455195493833; 0.00452795987836; 0.00445189183864; 0.00464010225909
0.00477114957259; 0.00455225439532; 0.00455200684715; 0.00452800306472; 0.00445187284947; 0.0046401189215
0.00477101748609; 0.00455231099844; 0.00455205897402; 0.00452804602023; 0.00445185369775; 0.00464013567715
0.0047708860231; 0.00455236783049; 0.00455211130564; 0.00452808875124; 0.00445183438617; 0.0046401525224
0.00477075517102; 0.00455242487627; 0.00455216382762; 0.00452813126463; 0.00445181491767; 0.00464016945325
0.00477062491597; 0.00455248211939; 0.00455221652441; 0.00452817356778; 0.00445179529552; 0.00464018646534
0.00477049524274; 0.00455253954207; 0.00455226937917; 0.00452821566869; 0.00445177552331; 0.00464020355389
0.00477036613462; 0.00455259712513; 0.00455232237373; 0.00452825757598; 0.00445175560501; 0.00464022071369
0.00477023757336; 0.00455265484785; 0.00455237548846; 0.00452829929894; 0.00445173554496; 0.00464023793906
0.00477010953901; 0.00455271268788; 0.00455242870219; 0.00452834084759; 0.00445171534796; 0.00464025522381
0.00476998200979; 0.00455277062108; 0.00455248199209; 0.0045283822327; 0.00445169501921; 0.00464027256121
0.00476985496197; 0.00455282862149; 0.00455253533356; 0.0045284234659; 0.00445167456445; 0.00464028994396
0.00476972836979; 0.00455288666114; 0.00455258870014; 0.00452846455965; 0.00445165398991; 0.00464030736415
0.0047696022052; 0.00455294470995; 0.00455264206337; 0.00452850552739; 0.00445163330239; 0.0046403248132
0.00476947643783; 0.00455300273558; 0.00455269539268; 0.00452854638352; 0.00445161250929; 0.00464034228184
0.00476935103477; 0.00455306070332; 0.00455274865524; 0.0045285871435; 0.00445159161865; 0.00464035976005
0.0047692259604; 0.00455311857596; 0.00455280181588; 0.00452862782389; 0.00445157063919; 0.00464037723704
0.00476910117628; 0.0045531763136; 0.0045528548369; 0.00452866844245; 0.00445154958036; 0.00464039470116
0.00476897664091; 0.00455323387355; 0.00455290767797; 0.00452870901816; 0.00445152845236; 0.00464041213992
0.00476885230959; 0.00455329121015; 0.00455296029599; 0.00452874957131; 0.00445150726624; 0.00464042953984
0.00476872813423; 0.00455334827463; 0.00455301264491; 0.00452879012357; 0.00445148603389; 0.00464044688651
0.00476860406314; 0.00455340501497; 0.00455306467565; 0.00452883069807; 0.00445146476813; 0.00464046416447
0.00476848004087; 0.0045534613757; 0.00455311633589; 0.00452887131941; 0.00445144348275; 0.00464048135716
0.00476835600796; 0.00455351729779; 0.00455316756997; 0.00452891201382; 0.00445142219255; 0.0046404984469
0.00476823190078; 0.00455357271845; 0.00455321831871; 0.00452895280915; 0.0044514009134; 0.0046405154148
0.0047681076513; 0.00455362757101; 0.0045532685193; 0.00452899373499; 0.00445137966232; 0.00464053224075
0.00476798318691; 0.00455368178475; 0.00455331810513; 0.0045290348227; 0.00445135845748; 0.00464054890333
0.00476785843015; 0.00455373528474; 0.00455336700565; 0.00452907610551; 0.0044513373183; 0.00464056537976
0.00476773329859; 0.00455378799169; 0.00455341514627; 0.00452911761856; 0.00445131626549; 0.00464058164589
0.00476760770454; 0.00455383982183; 0.00455346244819; 0.004529159399; 0.0044512953211; 0.00464059767609
