simTimestamp; umbergerTotal_m0; umbergerTotal_m1; umbergerTotal_m2; umbergerTotal_m3; umbergerTotal_m4; umbergerTotal_m5 
9.274; 0.00464175220935; 0.00454745166548; 0.00454750655235; 0.00459458334196; 0.0044987582179; 0.00464349199799
9.275; 0.00464288124876; 0.00454755621821; 0.00454761420388; 0.00459397085398; 0.00449823792661; 0.00464281909331
9.276; 0.00464401185248; 0.0045476649522; 0.00454772577621; 0.00459333889799; 0.00449770901583; 0.00464213450696
9.277; 0.0046451433343; 0.00454777727858; 0.00454784066797; 0.0045926892581; 0.00449717263178; 0.00464144171546
9.278; 0.00464627501617; 0.00454789259441; 0.00454795826567; 0.00459202382892; 0.00449662997962; 0.00464074428749
9.279; 0.00464740623318; 0.00454801028761; 0.00454807794866; 0.00459134460521; 0.00449608231551; 0.00464004585736
9.28; 0.00464853633859; 0.00454812974202; 0.0045481990942; 0.00459065367048; 0.00449553093819; 0.00463939012019
9.281; 0.00464966470757; 0.00454825034204; 0.00454832108203; 0.00458995318476; 0.00449497718001; 0.00463910523739
9.282; 0.00465079072375; 0.00454837147427; 0.00454844329583; 0.00458924538318; 0.00449442240903; 0.00463887658732
9.283; 0.00465191376915; 0.00454849252713; 0.00454856512244; 0.00458853258216; 0.00449386803741; 0.00463862119438
9.284; 0.00465303325565; 0.00454861289644; 0.00454868595758; 0.00458781715886; 0.00449331550294; 0.00463834461137
9.285; 0.00465414864242; 0.00454873199203; 0.00454880521255; 0.00458710152467; 0.00449276624644; 0.00463805218204
9.286; 0.00465525944167; 0.00454884924335; 0.00454898583788; 0.00458638810028; 0.00449222169219; 0.0046377490884
9.287; 0.00465636522075; 0.00454910532621; 0.00454930587001; 0.00458567929199; 0.0044916832306; 0.00463744035361
9.288; 0.00465746560537; 0.00454940781357; 0.00454958760585; 0.00458497746764; 0.0044911522013; 0.00463713081162
9.289; 0.00465856028058; 0.0045496762076; 0.00454983648294; 0.00458428493371; 0.0044906298779; 0.00463682505726
9.29; 0.0046596489863; 0.00454991463352; 0.00455005674013; 0.00458360391731; 0.00449011745791; 0.00463652739155
9.291; 0.00466073151413; 0.00455012637473; 0.00455025168149; 0.00458293655062; 0.00448961605493; 0.00463624176747
9.292; 0.00466180770516; 0.00455031404877; 0.00455042388601; 0.00458228485675; 0.00448912669188; 0.0046359717412
9.293; 0.00466287744793; 0.0045504797498; 0.00455057537394; 0.00458165073716; 0.00448865029548; 0.00463572043363
9.294; 0.0046639406761; 0.00455062516334; 0.00455070773827; 0.00458103596051; 0.00448818769167; 0.00463549050473
9.295; 0.00466499736602; 0.0045507516586; 0.00455082224837; 0.00458044215319; 0.00448773960234; 0.00463528414213
9.296; 0.00466604753406; 0.00455086036241; 0.00455091993153; 0.00457987079154; 0.00448730664319; 0.00463510306365
9.297; 0.00466709123368; 0.00455095221819; 0.00455100163651; 0.00457932319555; 0.00448688932257; 0.00463494853191
9.298; 0.00466812855254; 0.00455102803266; 0.00455106808312; 0.00457880052419; 0.00448648804146; 0.00463482137939
9.299; 0.00466915960945; 0.00455108851284; 0.00455111990045; 0.00457830377241; 0.00448610309441; 0.00463472204106
9.3; 0.0046701845513; 0.00455113429477; 0.0045511576561; 0.00457783376946; 0.00448573467134; 0.0046346505921
9.301; 0.00467120354999; 0.00455116596589; 0.0045511818783; 0.00457739117868; 0.00448538286018; 0.00463460678844
9.302; 0.00467221679951; 0.00455118408223; 0.00455119307256; 0.00457697649868; 0.00448504765033; 0.00463459010806
9.303; 0.00467322451295; 0.00455118918123; 0.00455119173365; 0.00457659006565; 0.00448472893659; 0.00463459979143
9.304; 0.00467422691967; 0.00455118179131; 0.00455117835429; 0.00457623205682; 0.00448442652377; 0.00463463487988
9.305; 0.0046752242627; 0.00455116243876; 0.0045511534311; 0.00457590249501; 0.00448414013178; 0.00463469425141
9.306; 0.00467621679605; 0.00455113165243; 0.00455111746842; 0.00457560125391; 0.00448386940088; 0.0046347766531
9.307; 0.00467720478236; 0.00455108996688; 0.00455107098058; 0.00457532806432; 0.00448361389746; 0.00463488073025
9.308; 0.00467818849063; 0.00455103792414; 0.00455101449289; 0.00457508252087; 0.00448337311974; 0.00463500505209
9.309; 0.00467916819416; 0.00455097607459; 0.00455094854193; 0.00457486408943; 0.00448314650379; 0.00463514813443
9.31; 0.0046801441686; 0.00455090497704; 0.0045508736749; 0.00457467211487; 0.00448293342939; 0.00463530845918
9.311; 0.00468111669016; 0.00455082519825; 0.00455079044875; 0.00457450582908; 0.0044827332259; 0.00463548449118
9.312; 0.00468208603412; 0.00455073731223; 0.004550699429; 0.00457436435937; 0.00448254517808; 0.00463567469276
9.313; 0.0046830524733; 0.00455064189906; 0.00455060118821; 0.00457424673679; 0.00448236853159; 0.00463587753591
9.314; 0.00468401627683; 0.00455053954372; 0.00455049630452; 0.00457415190461; 0.00448220249838; 0.00463609151277
9.315; 0.00468497770904; 0.00455043083484; 0.00455038536017; 0.00457407872671; 0.00448204626182; 0.00463631514436
9.316; 0.00468593702842; 0.0045503163633; 0.00455026893992; 0.00457402599583; 0.00448189898151; 0.00463654698793
9.317; 0.00468689448672; 0.00455019672095; 0.00455014762965; 0.00457399244162; 0.00448175979775; 0.00463678564292
9.318; 0.0046878503283; 0.00455007249946; 0.00455002201501; 0.00457397673855; 0.0044816278358; 0.00463702975611
9.319; 0.00468880478934; 0.00454994428902; 0.00454989268015; 0.00457397751342; 0.00448150220971; 0.00463727802551
9.32; 0.00468975809731; 0.00454981267724; 0.00454976020653; 0.00457399335258; 0.00448138202586; 0.00463752920356
9.321; 0.00469071047047; 0.00454967824824; 0.00454962517195; 0.00457402280898; 0.00448126638623; 0.00463778209973
9.322; 0.0046916621174; 0.00454954158161; 0.00454948814948; 0.00457406440858; 0.0044811543913; 0.00463803558222
9.323; 0.00469261323664; 0.00454940325156; 0.00454934970664; 0.00457411665669; 0.0044810451427; 0.00463828857931
9.324; 0.00469356401625; 0.00454926382609; 0.00454921040457; 0.00457417804372; 0.00448093774554; 0.00463854008012
9.325; 0.00469451463354; 0.00454912386634; 0.0045490707973; 0.00457424705081; 0.00448083131065; 0.00463878913498
9.326; 0.00469546525471; 0.00454898392572; 0.00454893143099; 0.00457432215487; 0.00448072495642; 0.00463903485533
9.327; 0.00469641603452; 0.0045488741979; 0.00454885622099; 0.00457440183352; 0.00448061781053; 0.00463934117516
9.328; 0.00469736711559; 0.00454882428407; 0.00454880478211; 0.00457448457007; 0.00448050901209; 0.00464007648498
9.329; 0.00469831861533; 0.00454877040882; 0.00454874934583; 0.00457456887369; 0.00448039772882; 0.00464078516973
9.33; 0.00469927061427; 0.00454871320335; 0.00454869059763; 0.00457465330616; 0.00448028317958; 0.00464139855998
9.331; 0.00470022317391; 0.00454865326508; 0.00454862918057; 0.00457473647495; 0.00448016462216; 0.00464194198668
9.332; 0.00470117634793; 0.00454859116308; 0.00454856570208; 0.00457481702262; 0.00448004133918; 0.00464243237577
9.333; 0.00470213018537; 0.00454852744207; 0.00454850073893; 0.00457489362073; 0.00447991262991; 0.0046428808993
9.334; 0.00470308473042; 0.00454846262541; 0.00454843484095; 0.00457496496685; 0.00447977780601; 0.00464329480426
9.335; 0.00470404002078; 0.00454839721692; 0.00454836853361; 0.00457502978345; 0.00447963618962; 0.0046436786707
9.336; 0.00470499608588; 0.00454833170226; 0.00454830231983; 0.00457508681832; 0.0044794871132; 0.00464403527589
9.337; 0.00470595294518; 0.00454826654971; 0.00454823668128; 0.0045751348459; 0.0044793299204; 0.00464436618718
9.338; 0.00470691060655; 0.00454820221048; 0.00454817207898; 0.00457517266928; 0.00447916396753; 0.00464467216818
9.339; 0.00470786906489; 0.0045481391187; 0.00454810895373; 0.0045751991226; 0.00447898862555; 0.0046449534574
9.34; 0.00470882830093; 0.00454807769113; 0.00454804772596; 0.0045752130739; 0.00447880328223; 0.00464520995927
9.341; 0.00470978828022; 0.00454801832671; 0.00454798879565; 0.00457521342819; 0.00447860734471; 0.00464544137569
9.342; 0.00471074895212; 0.00454796140574; 0.00454793254165; 0.00457519913066; 0.00447840024201; 0.00464564729673
9.343; 0.00471171024892; 0.00454790728905; 0.0045478793211; 0.00457516917017; 0.00447818142771; 0.00464582726371
9.344; 0.00471267208511; 0.00454785631705; 0.00454782946866; 0.00457512258287; 0.00447795038287; 0.00464598081358
9.345; 0.00471363435663; 0.00454780880861; 0.00454778329555; 0.00457505845591; 0.00447770661888; 0.0046461075105
9.346; 0.00471459694021; 0.00454776505985; 0.00454774108853; 0.00457497593122; 0.00447744968037; 0.00464620696868
9.347; 0.00471555969284; 0.00454772534309; 0.00454770310899; 0.00457487420961; 0.00447717914842; 0.00464627886964
9.348; 0.00471652245127; 0.00454768990554; 0.00454766959184; 0.00457475255463; 0.00447689464349; 0.00464632297513
9.349; 0.00471748503159; 0.00454765896812; 0.00454764074443; 0.00457461029666; 0.00447659582862; 0.00464633913752
9.35; 0.00471844722902; 0.00454763272444; 0.00454761674574; 0.00457444683707; 0.00447628241259; 0.00464632730821
9.351; 0.00471940881772; 0.00454761133967; 0.00454759774532; 0.00457426165211; 0.00447595415296; 0.00464628754449
9.352; 0.00472036955069; 0.00454759494956; 0.00454758386253; 0.00457405429699; 0.00447561085909; 0.00464622001533
9.353; 0.00472132916002; 0.00454758365969; 0.00454757518592; 0.00457382440973; 0.00447525239518; 0.00464612500637
9.354; 0.00472228735704; 0.00454757754475; 0.00454757177263; 0.0045735717148; 0.00447487868298; 0.00464600292381
9.355; 0.0047232438328; 0.00454757664806; 0.00454757364805; 0.00457329602667; 0.00447448970447; 0.00464585429769
9.356; 0.00472419825861; 0.00454758098123; 0.00454758080565; 0.00457299725296; 0.0044740855042; 0.00464567978421
9.357; 0.00472515028685; 0.0045475905241; 0.00454759320703; 0.00457267539742; 0.0044736661915; 0.00464548016729
9.358; 0.00472609955188; 0.00454760522487; 0.00454761078219; 0.00457233056233; 0.0044732319422; 0.00464525635907
9.359; 0.00472704567107; 0.00454762500037; 0.00454763342994; 0.00457196295057; 0.00447278300009; 0.00464500939952
9.36; 0.00472798824617; 0.00454764973682; 0.00454766101876; 0.00457157286725; 0.004472319678; 0.00464474045505
9.361; 0.00472892686465; 0.00454767929053; 0.00454769338764; 0.00457116072062; 0.00447184235831; 0.00464445081591
9.362; 0.0047298611012; 0.00454771348902; 0.00454773034731; 0.0045707270225; 0.00447135149305; 0.0046441418925
9.363; 0.00473079051955; 0.0045477521324; 0.00454777168173; 0.00457027238806; 0.00447084760351; 0.00464381521063
9.364; 0.00473171467415; 0.00454779499487; 0.00454781714963; 0.00456979753486; 0.00447033127923; 0.0046434724054
